rid,oid,ecf_class_id,starttime_utc,endtime_utc
69ef67e2-2fd8-4ac2-947f-65a00719d8da,858264783,XAEntity.Cycle.ProductionCycle.LoaderCycle,2020-01-26 19:36:01.0,2020-01-26 19:38:44.0
13b8d9df-735c-4d85-8288-b152d2f09e65,858262689,XAEntity.Cycle.ProductionCycle.TruckCycle,2020-01-26 19:18:33.0,2020-01-26 19:39:02.0
8bb3e2de-2179-40fd-b8ba-1be1d7e365e5,858265178,XAEntity.Cycle.ProductionCycle.LoaderCycle,2020-01-26 19:33:20.0,2020-01-26 19:40:13.0
f36c4d23-33f2-4319-ab96-bcf20f67e49e,858265302,XAEntity.Cycle.ProductionCycle.LoaderCycle,2020-01-26 19:36:31.0,2020-01-26 19:40:34.0
ac9cfb94-77f8-44b2-8e8e-ed7f2afcab74,858263227,XAEntity.Cycle.ProductionCycle.TruckCycle,2020-01-26 19:21:26.0,2020-01-26 19:40:42.0
b02eb52f-408f-4ebc-830c-73d2c591b8de,858265538,XAEntity.Cycle.ProductionCycle.LoaderCycle,2020-01-26 19:38:44.0,2020-01-26 19:41:24.0
b4ed6383-97ab-47bd-ba9c-32f7070ee3ff,858266552,XAEntity.Cycle.ProductionCycle.LoaderCycle,2020-01-26 19:37:43.0,2020-01-26 19:41:31.0
30f93682-bff5-43ad-8608-131409744863,858262747,XAEntity.Cycle.ProductionCycle.TruckCycle,2020-01-26 19:19:05.0,2020-01-26 19:41:38.0
d54afe6d-b3b7-498f-b157-5c9df0dc61bf,858263509,XAEntity.Cycle.ProductionCycle.TruckCycle,2020-01-26 19:23:02.0,2020-01-26 19:42:15.0
ef9f8092-13ec-490e-9c4d-907f811ea1e6,858263795,XAEntity.Cycle.ProductionCycle.TruckCycle,2020-01-26 19:24:00.0,2020-01-26 19:42:57.0
96788995-12d3-4bc1-8d36-3899482380b3,858265109,XAEntity.Cycle.ProductionCycle.TruckCycle,2020-01-26 19:30:10.0,2020-01-26 19:43:46.0
